PRT_ID,AREA,INT_SQFT,DATE_SALE,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,DATE_BUILD,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,REG_FEE,COMMIS,SALES_PRICE
P05009,Chrompet,1016,18-05-2010,87,1,1,3,AbNormal,No,19-05-2004,Others,ELO,Paved,RL,240203,151239,8896420
P05566,Karapakkam,803,2/2/2010,141,1,1,2,Normal Sale,No,14-02-1964,Commercial,AllPub,No Access,RM,280602,77945,7794500
P08748,Chrompet,862,3/9/2007,83,1,1,3,AdjLand,No,4/9/2002,House,ELO,No Access,RM,231726,111868,7990550
P08904,Velachery,1500,26-06-2007,138,2,1,4,AdjLand,Yes,9/7/1952,House,NoSewr ,No Access,I,292087,122984,7686500
P07994,KK Nagar,2491,28-05-2008,137,4,2,6,Partial,Yes,5/6/1979,Commercial,AllPub,Paved,RM,860696,420340,20016180
P09316,Velachery,1704,18-01-2007,154,2,1,4,Normal Sale,No,21-01-1993,Others,NoSeWa,Paved,RH,353192,196218,9810880
P08335,Velachery,1803,9/2/2008,108,3,2,5,Family,No,12/2/1994,Commercial,NoSewr ,Gravel,I,588235,161765,14705880
P08279,T Nagar,1541,1/3/2008,184,1,1,4,AbNormal,No,5/3/1995,Others,AllPub,No Access,RM,463319,125221,12522140
P01225,Chrompet,1178,13-10-2012,82,1,1,3,Family,Yes,20-10-1984,Commercial,ELO,No Access,RH,419707,114466,12718400
P04657,Karapakkam,1473,24-07-2010,185,2,2,4,AbNormal,Yes,26-07-2000,Commercial,ELO,Gravel,I,592092,265837,12083500
P03360,Karapakkam,594,8/4/2011,121,1,1,2,Partial,Yes,20-04-1963,House,AllPub,Gravel,RL,241166,130360,6518000
P01437,T Nagar,1701,6/5/2012,110,1,1,4,Partial,Yes,11/5/1993,Commercial,AllPub,Gravel,RL,593367,368297,20460930
P03866,Karapakkam,1169,26-12-2010,136,1,1,3,AbNormal,No,5/1/1971,Commercial,NoSeWa,Paved,A,316932,115248,7203000
P00064,Anna Nagar,1684,3/1/2015,82,1,1,4,Normal Sale,Yes,9/1/1990,Commercial,AllPub,Paved,RL,735253,317947,19871700
P02833,T Nagar,1569,17-07-2011,191,1,1,4,Partial,No,21-07-1994,Commercial,AllPub,Gravel,RL,586124,274746,18316390
P07854,Chrompet,1232,11/7/2008,82,2,1,4,Normal Sale,Yes,17-07-1986,House,NoSeWa,Gravel,RH,294453,98151,9815100
P09292,Chrompet,958,29-01-2007,119,1,1,3,Partial,No,2/2/1989,Commercial,ELO,No Access,RH,270035,150020,10001300
P05307,KK Nagar,1583,22-03-2010,9,2,1,4,AbNormal,No,29-03-1980,House,AllPub,Paved,RM,412284,105468,9588000
P06866,Adyar,907,3/5/2009,6,1,1,3,Partial,Yes,12/5/1975,House,NoSewr ,Gravel,A,206045,26586,6646610
P07780,KK Nagar,1702,6/8/2008,18,2,1,4,AbNormal,Yes,10/8/1992,Commercial,NoSewr ,Gravel,RL,701843,389913,15596520
P05511,Karapakkam,739,11/2/2010,41,1,1,2,Normal Sale,No,22-02-1968,Commercial,AllPub,Paved,RH,333960,153065,6957500
P09745,Velachery,1760,1/10/2005,130,2,1,4,Partial,Yes,13-10-1957,House,AllPub,No Access,A,211721,119975,7057360
P07794,Velachery,1956,31-07-2008,98,3,2,5,Family,Yes,9/8/1973,Others,ELO,No Access,A,294996,173527,8676350
P00297,Chrompet,714,17-07-2014,105,1,1,2,Normal Sale,Yes,18-07-2008,Others,NoSeWa,Gravel,RM,242292,145375,9691680
P02623,T Nagar,1848,1/9/2011,11,2,1,5,Family,Yes,5/9/1992,House,NoSeWa,Gravel,RL,529009,83528,13921280
P08017,Chrompet,1005,20-05-2008,196,1,1,3,Normal Sale,Yes,26-05-1987,Commercial,NoSeWa,Paved,RM,403493,161397,13449750
P01418,Anna Nagar,1638,20-05-2012,6,1,1,4,AbNormal,No,26-05-1991,House,NoSeWa,Paved,RM,462151,194590,12161870
P00154,Chrompet,1294,6/11/2014,80,2,1,4,AbNormal,Yes,8/11/2005,Others,ELO,Paved,RL,345883,100418,11157530
P05176,T Nagar,1653,15-04-2010,98,1,1,4,AbNormal,Yes,19-04-1994,House,AllPub,Gravel,RL,528334,189658,13547020
P08367,Anna Nagar,1950,27-01-2008,48,2,1,5,Normal Sale,No,5/2/1970,Others,NoSewr ,No Access,RM,449090,112272,14034060
P09973,Velachery,1841,12/6/2004,8,3,2,5,Normal Sale,Yes,20-06-1972,Commercial,NoSewr ,Paved,RL,571030,130521,16315140
P04121,Karapakkam,1252,2/11/2010,58,1,1,3,AdjLand,No,11/11/1975,Commercial,NoSewr ,Gravel,RL,344697,233504,11119250
P02553,T Nagar,1817,12/9/2011,12,2,1,5,Normal Sale,Yes,18-09-1984,Commercial,ELO,No Access,RH,593251,217525,19775040
P03161,KK Nagar,1337,15-05-2011,85,2,1,4,AbNormal,Yes,19-05-1992,House,NoSewr ,Paved,RH,350199,78795,8754980
P08540,Velachery,1561,13-11-2007,144,2,1,4,AdjLand,Yes,22-11-1970,Others,ELO,Paved,A,295037,143304,8429640
P04442,Anna Nagar,1517,30-08-2010,64,1,1,4,Normal Sale,No,4/9/1990,Commercial,AllPub,Gravel,RL,723058,180765,18076450
P07235,T Nagar,1917,12/1/2009,4,2,1,5,AbNormal,No,20-01-1977,Others,AllPub,No Access,RH,447179,153319,12776550
P05192,Karapakkam,766,12/4/2010,183,1,1,2,Normal Sale,No,21-04-1973,House,NoSewr ,Gravel,RH,195254,126341,5742750
P02885,Karapakkam,745,5/7/2011,81,1,1,2,Normal Sale,No,11/7/1985,Commercial,ELO,Paved,RH,272552,97839,6988500
P06413,Velachery,1562,24-08-2009,11,2,1,4,AbNormal,Yes,6/9/1958,House,NoSeWa,Paved,RM,347943,178942,9941220
P06662,KK Nagar,2371,1/7/2009,54,4,2,6,Normal Sale,Yes,8/7/1981,Others,AllPub,Paved,RH,611145,241911,12732180
P00425,Chrompet,991,25-04-2014,114,1,1,3,AbNormal,No,1/5/1989,Others,AllPub,Paved,RL,243276,104261,8688420
P04393,Karapakkam,1582,9/9/2010,143,2,2,4,AbNormal,No,13-09-1994,Others,ELO,No Access,RL,262120,180208,8191250
P03658,Karapakkam,1348,6/2/2011,65,2,2,4,AdjLand,Yes,8/2/2003,Commercial,AllPub,Gravel,I,531740,120850,12085000
P06164,KK Nagar,1933,11/10/2009,165,3,2,5,AdjLand,Yes,16-10-1991,Others,NoSewr ,Paved,RH,540069,293516,11740620
P09909,Velachery,1737,29-10-2004,175,2,1,4,Partial,No,7/11/1968,House,NoSeWa,Gravel,RL,326955,186831,9341570
P07116,KK Nagar,2335,18-02-2009,142,4,2,6,AbNormal,Yes,22-02-1993,Commercial,NoSewr ,Gravel,RH,750333,356408,18758320
P03709,Anna Nagar,1946,27-01-2011,90,2,1,5,Partial,Yes,5/2/1975,Others,ELO,No Access,RM,378470,247461,14556550
P08881,Anna Nagar,1554,10/7/2007,190,1,1,4,AdjLand,No,11/7/2002,House,NoSeWa,Gravel,RM,399703,103149,12893650
P09169,Chrompet,1039,12/3/2007,39,1,1,3,Family,No,17-03-1986,Others,ELO,No Access,RH,198525,51469,7352780
P07656,KK Nagar,1703,11/9/2008,104,2,1,4,AdjLand,Yes,14-09-1998,Commercial,AllPub,Paved,RM,505021,342111,16291000
P01592,Chrompet,883,13-03-2012,196,1,1,3,AdjLand,No,18-03-1995,House,NoSeWa,Paved,RL,263187,31901,7975350
P09180,Chrompet,1226,7/3/2007,91,2,1,4,AbNormal,Yes,17-03-1967,House,NoSewr ,No Access,RM,325538,138107,9864800
P07741,Anna Nagar,1867,15-08-2008,14,2,1,5,Partial,No,26-08-1967,House,NoSeWa,Gravel,RH,363107,93705,11713120
P04782,T Nagar,1950,1/7/2010,130,2,1,5,Partial,No,12/7/1966,Others,ELO,Paved,RH,331637,89287,12755280
P04911,Chrompet,1062,5/6/2010,105,1,1,3,AdjLand,Yes,7/6/2002,Others,AllPub,No Access,RL,269653,129833,9987140
P00332,Chrompet,870,28-06-2014,131,1,1,3,Partial,Yes,3/7/1993,Others,ELO,Gravel,RL,266761,101185,9198650
P07572,Chrompet,1032,29-09-2008,33,1,1,3,Family,Yes,30-09-2004,Others,ELO,Paved,RM,315433,73601,10514440
P04557,Adyar,1015,9/8/2010,69,1,1,3,AbNormal,Yes,11/8/2000,Commercial,AllPub,Gravel,A,398972,84630,12090050
P02230,KK Nagar,2289,11/11/2011,195,4,2,6,Normal Sale,No,13-11-2002,Others,NoSewr ,Paved,RM,609344,233366,12964760
P03463,Adyar,785,22-03-2011,109,1,1,2,Partial,Yes,28-03-1987,Commercial,NoSeWa,No Access,C,275570,115562,8889360
P02133,Adyar,878,3/12/2011,181,1,1,3,Family,No,11/12/1979,House,ELO,Paved,RM,320462,82170,8216980
P00069,T Nagar,1884,1/1/2015,99,2,1,5,AbNormal,Yes,6/1/1996,Others,NoSeWa,Gravel,RH,593790,178137,14844750
P04440,Adyar,852,30-08-2010,55,1,1,3,Partial,Yes,3/9/1992,Commercial,ELO,Gravel,C,415123,106442,10644170
P01820,Karapakkam,1155,1/2/2012,97,1,1,3,Partial,Yes,4/2/1999,Others,AllPub,Paved,I,240153,58219,7277375
P00499,Anna Nagar,1650,20-02-2014,159,1,1,4,AbNormal,No,25-02-1995,Others,ELO,Paved,RH,392031,95038,11879730
P09708,Velachery,1831,13-01-2006,64,3,2,5,Partial,Yes,20-01-1979,House,ELO,Gravel,RL,423120,119342,10849240
P06417,T Nagar,1509,24-08-2009,111,1,1,4,AdjLand,No,30-08-1986,House,AllPub,NoAccess,RH,273106,63024,10504060
P03060,Karapakkam,1389,2/6/2011,17,2,2,4,AdjLand,Yes,9/6/1981,Commercial,ELO,No Access,RH,505517,274738,10989500
P03324,Chrompet,1149,13-04-2011,36,1,1,3,Partial,No,20-04-1981,House,ELO,Gravel,RM,257116,101010,9182700
P04054,KK Nagar,1402,17-11-2010,70,2,1,4,AdjLand,Yes,23-11-1984,House,AllPub,Gravel,RM,394564,263043,10960120
P00785,Anna Nagar,1781,25-07-2013,0,1,1,4,AdjLand,No,31-07-1988,House,NoSeWa,Gravel,RL,492799,181558,12968400
P05374,KK Nagar,1632,7/3/2010,152,2,1,4,Partial,No,8/3/2004,Others,NoSewr ,Paved,RH,303869,128914,9208160
P07306,T Nagar,1604,25-12-2008,68,1,1,4,Partial,No,28-12-1996,Commercial,NoSewr ,Paved,RL,597184,126675,18096490
P00358,Chrompet,1220,9/6/2014,114,2,1,4,Partial,Yes,14-06-1995,House,NoSewr ,No Access,RL,229781,55148,9191250
P00741,Anna Nagar,1616,26-08-2013,76,1,1,4,AdjLand,Yes,28-08-2004,Others,NoSeWa,Paved,RM,484216,132059,14673210
P06811,Chrompet,1015,16-05-2009,25,1,1,3,Normal Sale,No,19-05-1998,House,NoSewr ,No Access,RM,235039,142702,8394250
P08253,Velachery,1769,8/3/2008,50,2,1,4,AbNormal,Yes,10/3/2001,House,ELO,Gravel,A,341756,143897,8993590
P08250,Chrompet,1264,9/3/2008,44,2,1,4,AdjLand,Yes,11/3/2001,House,NoSeWa,No Access,RH,302485,160695,9452650
P09863,Velachery,1941,20-01-2005,85,3,2,5,AbNormal,Yes,22-01-1997,House,ELO,No Access,RH,343222,90853,10094760
P07358,Chrompet,1269,10/12/2008,0,2,1,4,Family,No,20-12-1969,Others,AllPub,No Access,RH,267212,116905,8350380
P04323,Karapakkam,1650,22-09-2010,110,2,2,4,Partial,Yes,27-09-1991,Others,AllPub,Gravel,I,371520,213624,9288000
P06632,T Nagar,1639,10/7/2009,140,1,1,4,Family,Yes,20-07-1969,Others,NoSewr ,Gravel,RL,546721,150348,13668020
P09987,Velachery,1939,12/5/2004,196,3,2,5,Family,No,16-05-1988,Commercial,AllPub,No Access,I,533256,201772,14412320
P09891,Velachery,1908,24-11-2004,144,3,2,5,Partial,Yes,4/12/1964,Commercial,NoSewr ,No Access,RM,583999,275777,16222200
P09358,Chrompet,1142,7/1/2007,131,1,1,3,AbNormal,Yes,9/1/1999,Others,NoSewr ,Gravel,RM,338069,128233,11657540
P08164,Chrompet,949,4/4/2008,163,1,1,3,Normal Sale,Yes,12/4/1979,Others,ELO,Paved,RH,278681,92894,8444880
P06485,Chrompet,787,9/8/2009,57,1,1,2,AdjLand,No,15-08-1986,Commercial,AllPub,No Access,RL,260771,30089,10029650
P02604,Karapakkam,1316,3/9/2011,183,1,1,3,Family,Yes,11/9/1979,Commercial,ELO,Paved,A,300696,106128,8844000
P06983,KK Nagar,2060,1/4/2009,197,3,2,5,Family,Yes,8/4/1980,Commercial,AllPub,Gravel,RM,883743,396783,18035580
P01331,Chrompet,976,3/8/2012,44,1,1,3,Partial,No,5/8/2005,Others,NoSeWa,Paved,RM,254866,154740,9102370
P02195,Karapakkam,1357,17-11-2011,34,2,2,4,AbNormal,No,21-11-1994,Commercial,NoSewr ,Paved,RL,414391,235195,11199750
P07242,KK Nagar,2428,9/1/2009,48,4,2,6,Normal Sale,No,11/1/2003,Commercial,AllPub,Gravel,RH,783633,223895,18657920
P08829,Chrompet,1201,2/8/2007,87,2,1,4,AbNormal,No,6/8/1991,Commercial,NoSeWa,Gravel,RM,468723,234362,14647600
P09825,Velachery,1634,19-04-2005,198,2,1,4,Normal Sale,Yes,23-04-1988,House,ELO,No Access,RH,278316,179559,8977940
P03331,Adyar,1097,12/4/2011,131,1,1,3,AdjLand,No,16-04-1992,Commercial,ELO,Gravel,I,515139,115906,12878485
P06215,Anna Nagar,1542,5/10/2009,52,1,1,4,Partial,Yes,11/10/1987,Others,NoSeWa,No Access,RH,331870,80107,11443800
P03780,Adyar,795,12/1/2011,9,1,1,2,Family,Yes,19-01-1981,Others,NoSeWa,No Access,C,193854,37520,6253350
P06602,Velachery,1656,16-07-2009,53,2,1,4,AdjLand,No,28-07-1963,Commercial,NoSewr ,Paved,RH,404114,188587,13470470
P01958,Karapakkam,1173,8/1/2012,143,1,1,3,Partial,No,13-01-1992,Commercial,ELO,Paved,A,356818,58256,7282000
P08578,Chrompet,999,2/11/2007,118,1,1,3,AbNormal,Yes,9/11/1976,Commercial,NoSeWa,No Access,RH,287166,126353,11486650
P06774,Chrompet,1002,29-05-2009,132,1,1,3,AdjLand,Yes,5/6/1983,Others,NoSeWa,Paved,RH,269568,102250,9295440
P08249,Velachery,1873,10/3/2008,178,3,2,5,AbNormal,Yes,20-03-1969,House,AllPub,Gravel,RL,353261,91164,11395530
P02157,Karapakkam,670,27-11-2011,198,1,1,2,AdjLand,No,2/12/1988,Commercial,NoSeWa,Gravel,A,193741,91172,5698250
P05801,KK Nagar,1355,20-12-2009,58,2,1,4,Family,No,26-12-1987,Commercial,NoSewr ,Gravel,RM,571887,116977,12997440
P05529,KK Nagar,1942,8/2/2010,182,3,2,5,Normal Sale,Yes,14-02-1988,Commercial,AllPub,Gravel,RH,757649,131765,16470640
P08202,KK Nagar,2225,24-03-2008,65,4,2,6,Partial,No,26-03-2001,House,NoSewr ,Paved,RH,371201,82489,10311140
P03335,KK Nagar,1540,12/4/2011,24,2,1,4,AbNormal,No,14-04-2002,House,AllPub,Paved,RH,272678,93733,8521180
P01316,Anna Nagar,1677,13-08-2012,119,1,1,4,Partial,Yes,15-08-2007,House,NoSeWa,No Access,RH,363866,90966,11370800
P05480,KK Nagar,2453,17-02-2010,165,4,2,6,Family,Yes,19-02-2004,Others,AllPub,Paved,RL,499204,318936,13866780
P02653,Adyar,1248,26-08-2011,157,2,2,4,Normal Sale,No,1/9/1984,Others,AllPub,Paved,RM,342587,22102,11051205
P00655,Chrompet,1290,5/11/2013,168,2,1,4,Partial,No,7/11/2004,Others,NoSewr ,Paved,RH,255124,75592,9449050
P05607,Adyar,854,26-01-2010,54,1,1,3,Normal Sale,Yes,4/2/1976,Commercial,NoSeWa,Gravel,RH,441832,71648,11941410
P04427,Karapakkam,1080,2/9/2010,48,1,1,3,Partial,No,6/9/1995,House,AllPub,No Access,RH,191771,92980,5811250
P07217,Chrompet,704,18-01-2009,43,1,1,2,AbNormal,No,22-01-1994,House,AllPub,Gravel,RM,213446,57466,8209450
P03020,Karapakkam,525,13-06-2011,21,1,1,2,AdjLand,No,15-06-2003,Others,NoSeWa,No Access,A,114011,52383,3081375
P09823,Velachery,1837,22-04-2005,20,3,2,5,AdjLand,No,25-04-1993,House,NoSeWa,No Access,RM,398051,122477,10206440
P04883,KK Nagar,2284,11/6/2010,114,4,2,6,Partial,No,14-06-1996,Commercial,NoSeWa,Gravel,RM,752460,183527,18352680
P09175,Chrompet,876,9/3/2007,43,1,1,3,Normal Sale,No,15-03-1983,House,ELO,No Access,RM,231967,119725,7482800
P07571,Chrompet,813,29-09-2008,107,1,1,3,Partial,Yes,7/10/1977,Commercial,NoSewr ,Paved,RH,336386,73584,10512050
P06247,Karapakkam,1246,29-09-2009,83,1,1,3,Normal Sale,Yes,7/10/1979,Commercial,NoSeWa,No Access,A,251178,170153,8102500
P04320,KK Nagar,1410,23-09-2010,19,2,1,4,Normal Sale,Yes,29-09-1984,House,NoSewr ,Gravel,RL,353611,88403,9822520
P00604,T Nagar,1962,4/12/2013,164,2,1,5,AdjLand,No,15-12-1970,Others,NoSewr ,Paved,RL,474046,215475,14365020
P05997,Anna Nagar,1710,13-11-2009,59,1,1,4,Partial,No,18-11-1989,House,ELO,No Access,RL,301591,75398,10771100
P09204,Chrompet,867,25-02-2007,139,1,1,3,Normal Sale,No,2/3/1987,Commercial,NoSewr ,No Access,RM,285849,32983,10994200
P02600,Velachery,1727,4/9/2011,14,2,1,4,AbNormal,Yes,13-09-1975,Commercial,AllPub,Paved,RL,513631,295727,15564570
P06199,Karapakkam,1101,6/10/2009,99,1,1,3,Family,No,8/10/2003,House,ELO,No Access,A,138180,55272,3948000
P09544,Anna Nagar,1721,18-10-2006,171,1,1,4,AbNormal,No,26-10-1975,Others,ELO,No Access,RH,373817,90622,11327800
P07320,Anna Nagar,1623,21-12-2008,183,1,1,4,AdjLand,Yes,29-12-1979,House,AllPub,No Access,RM,323228,116362,12929130
P00716,Anna Nagar,1684,21-09-2013,5,1,1,4,AdjLand,Yes,2/10/1971,House,NoSeWa,Paved,RL,416027,100855,12606890
P02011,Anna Nagar,1671,27-12-2011,20,1,1,4,Family,Yes,30-12-1997,Commercial,NoSewr ,No Access,RH,538489,167117,18568580
P08915,Chrompet,1279,21-06-2007,56,2,1,4,Family,Yes,30-06-1969,Others,ELO,No Access,RH,298027,27940,9313330
P05267,KK Nagar,1737,29-03-2010,173,2,1,4,AdjLand,No,3/4/1991,Commercial,NoSewr ,Paved,RM,670850,137219,15246580
P01151,Anna Nagar,1719,27-11-2012,62,1,1,4,AdjLand,No,5/12/1981,Commercial,NoSewr ,Gravel,RH,668856,229322,19110170
P09568,Velachery,1543,28-09-2006,42,2,1,4,AbNormal,Yes,9/10/1963,Others,ELO,Paved,C,284890,117308,8379110
P03379,KK Nagar,1650,6/4/2011,72,2,1,4,AdjLand,No,8/4/2003,Commercial,NoSewr ,Gravel,RL,537018,268509,14917160
P07542,KK Nagar,2454,10/10/2008,184,4,2,6,AbNormal,Yes,15-10-1988,Commercial,NoSeWa,Gravel,RL,852466,475795,19824800
P09779,Velachery,1631,19-08-2005,26,2,1,4,Partial,No,22-08-1993,Commercial,ELO,Paved,I,471628,203947,12746690
P02641,Anna Nagar,1823,29-08-2011,94,2,1,5,Normal Sale,No,31-08-2003,Others,AllPub,Gravel,RM,409894,273263,15181250
P02251,KK Nagar,1879,6/11/2011,45,3,2,5,AbNormal,No,10/11/1995,Others,AllPub,Paved,RM,515012,137336,11444700
P02404,Chrompet,862,11/10/2011,124,1,1,3,Partial,No,16-10-1991,House,ELO,No Access,RM,208353,86215,7184600
P07200,Chrompet,1197,23-01-2009,29,1,1,3,Family,No,30-01-1981,House,ELO,No Access,RM,260902,109411,8416200
P01907,Karapakkam,1187,16-01-2012,60,1,1,3,Family,Yes,23-01-1984,Commercial,NoSewr ,Gravel,RM,532532,302575,12103000
P03113,Karapakkam,1409,24-05-2011,116,2,2,4,Normal Sale,Yes,27-05-1996,Others,ELO,Gravel,RH,409470,130286,9306125
P06273,Velachery,1696,24-09-2009,110,2,1,4,Normal Sale,No,5/10/1964,Others,NoSeWa,No Access,RL,303588,133936,8929050
P02954,Karapakkam,1075,23-06-2011,46,1,1,3,AbNormal,No,24-06-2005,Commercial,NoSeWa,Paved,RM,474191,257713,10308500
P04462,Chrompet,1113,26-08-2010,160,1,1,3,AdjLand,Yes,29-08-1997,Commercial,NoSewr ,Gravel,RH,436410,183011,14077750
P07555,Adyar,1027,4/10/2008,14,1,1,3,AbNormal,Yes,6/10/2000,Commercial,AllPub,No Access,A,352257,99072,11008020
P01818,Chrompet,777,2/2/2012,59,1,1,2,Family,No,5/2/1998,Others,NoSewr ,Gravel,RH,242483,128819,7577590
P01521,Karapakkam,1657,25-03-2012,81,2,2,4,AdjLand,No,2/4/1983,House,ELO,No Access,RH,283891,72793,7279250
P04758,Karapakkam,1681,3/7/2010,2,2,2,4,AdjLand,Yes,15-07-1963,Others,AllPub,Gravel,A,394758,205603,8224125
P07129,Adyar,1061,12/2/2009,75,1,1,3,AdjLand,No,20-02-1978,House,NoSeWa,Gravel,RL,338795,141164,9410965
P03014,Karapakkam,1301,14-06-2011,40,1,1,3,Normal Sale,No,22-06-1978,Others,AllPub,No Access,RH,308206,140703,6700125
P06999,Chrompet,762,28-03-2009,133,1,1,2,Family,Yes,2/4/1990,Others,AllPub,Gravel,RL,252022,126011,9000790
P03639,Karapakkam,1046,9/2/2011,175,1,1,3,Family,No,20-02-1966,House,NoSeWa,Gravel,A,159579,57626,4432750
P06853,KK Nagar,2423,6/5/2009,164,4,2,6,Family,Yes,13-05-1982,Commercial,AllPub,Gravel,RL,981117,451314,19622340
P07813,Chrompet,940,24-07-2008,160,1,1,3,AbNormal,No,2/8/1974,Commercial,ELO,No Access,RL,292418,167096,10443500
P09953,Velachery,1971,13-07-2004,150,3,2,5,AdjLand,Yes,22-07-1968,Commercial,ELO,Gravel,RM,545137,363424,18171220
P00707,Chrompet,851,2/10/2013,7,1,1,3,Family,Yes,4/10/2005,Commercial,NoSewr ,Paved,RM,326565,200963,12560200
P04525,Velachery,1867,14-08-2010,160,3,2,5,Normal Sale,No,16-08-2000,House,AllPub,Gravel,C,320112,192067,9146050
P01580,Anna Nagar,1858,15-03-2012,18,2,1,5,Normal Sale,Yes,20-03-1993,House,NoSewr ,Paved,RL,384148,137196,13719580
P04356,Karapakkam,1176,16-09-2010,178,1,1,3,AbNormal,No,28-09-1962,Others,AllPub,Gravel,I,271666,106016,6626000
P02927,Adyar,1144,28-06-2011,81,1,1,3,Partial,Yes,2/7/1993,House,AllPub,No Access,RH,305818,96114,8737670
P01833,Karapakkam,719,30-01-2012,156,1,1,2,Normal Sale,No,2/2/2000,Commercial,AllPub,No Access,C,265872,121858,5539000
P07834,KK Nagar,1308,19-07-2008,197,1,1,3,Partial,Yes,23-07-1993,Commercial,NoSeWa,Paved,RH,569333,213500,11861100
P01062,Chrompet,1096,16-01-2013,179,1,1,3,AdjLand,Yes,26-01-1973,Others,NoSewr ,Gravel,RH,261033,90357,10039720
P04075,T Nagar,1881,13-11-2010,140,2,1,5,Normal Sale,Yes,24-11-1967,Commercial,ELO,Paved,RL,611255,337244,21077760
P09276,Anna Nagar,1601,5/2/2007,142,1,1,4,AdjLand,Yes,13-02-1974,Commercial,ELO,Paved,RL,708471,134035,19147860
P09746,Velachery,1638,1/10/2005,133,2,1,4,Partial,No,9/10/1972,Commercial,AllPub,No Access,RM,534842,164567,13713910
P05360,Karapakkam,1538,10/3/2010,119,2,2,4,Partial,No,11/3/2005,House,NoSeWa,Gravel,I,334969,89325,7443750
P05596,Chrompet,724,28-01-2010,36,1,1,2,Family,No,4/2/1983,Others,ELO,Paved,RL,204007,84417,7034730
P09353,Velachery,1692,7/1/2007,145,2,1,4,Partial,No,16-01-1972,Others,ELO,Paved,RH,344772,88403,8840300
P02607,KK Nagar,1650,3/9/2011,192,2,1,4,AdjLand,No,7/9/1993,Commercial,AllPub,Gravel,RH,627676,256776,14265360
P05905,Karapakkam,1089,1/12/2009,160,1,1,3,Partial,Yes,3/12/2003,House,ELO,Gravel,RL,253170,109707,8439000
P04851,Velachery,1528,18-06-2010,180,2,1,4,Family,Yes,1/7/1958,House,NoSewr ,Paved,RH,311169,138297,8643590
P07137,T Nagar,1512,10/2/2009,163,1,1,4,AbNormal,Yes,20-02-1972,House,AllPub,No Access,RL,295274,204420,11356690
P02976,KK Nagar,1790,20-06-2011,13,3,2,5,Partial,No,23-06-1997,Commercial,NoSewr ,Gravel,RL,584426,239764,14985280
P07864,Adyar,711,9/7/2008,63,1,1,2,Partial,Yes,15-07-1987,Commercial,AllPub,No Access,C,268634,109133,8394815
P01614,Chrompet,1174,9/3/2012,51,1,1,3,AdjLand,No,14-03-1993,House,NoSeWa,Gravel,RL,279057,125094,9622650
P02087,Karapakkam,866,12/12/2011,111,1,1,2,AbNormal,Yes,21-12-1973,Commercial,AllPub,Paved,RM,447971,136339,9738500
P01543,Adyar,1082,21-03-2012,64,1,1,3,AbNormal,Yes,28-03-1984,Commercial,NoSewr ,Gravel,RM,502993,106696,15242220
P05674,Karapakkam,684,14-01-2010,123,1,1,2,Partial,Yes,18-01-1996,House,AllPub,Paved,A,171191,70232,4389500
P01091,Chrompet,913,1/1/2013,59,1,1,3,Partial,Yes,11/1/1974,Commercial,ELO,No Access,RM,347912,57985,11597050
P06354,Karapakkam,624,7/9/2009,94,1,1,2,Family,Yes,19-09-1960,Others,ELO,Paved,RL,282429,67537,6139750
P02010,Chrompet,762,27-12-2011,166,1,1,2,Partial,No,6/1/1972,House,NoSeWa,No Access,RM,207603,71364,6487600
P09866,Velachery,1722,18-01-2005,155,2,1,4,Family,No,29-01-1963,Others,ELO,Paved,RL,372270,85909,9545390
P09108,Adyar,1223,4/4/2007,88,2,2,4,AbNormal,No,10/4/1981,House,ELO,Gravel,I,267744,69095,8636890
P02393,KK Nagar,1822,14-10-2011,62,3,2,5,Partial,Yes,20-10-1985,Commercial,AllPub,Paved,RL,620229,248092,15505720
P00558,Anna Nagar,1793,6/1/2014,146,1,1,4,Partial,No,15-01-1980,Others,NoSeWa,Gravel,RL,450955,212214,13263370
P07795,Velachery,1742,30-07-2008,147,2,1,4,Partial,No,10/8/1966,Commercial,NoSeWa,Gravel,C,487709,231020,12834440
P03943,KK Nagar,1990,8/12/2010,192,3,2,5,AbNormal,Yes,10/12/2002,Others,AllPub,Paved,RH,506581,153152,11780960
P03628,Karapakkam,614,11/2/2011,66,1,1,2,Normal Sale,No,16-02-1989,House,ELO,Paved,RH,175590,48775,4877500
P05652,Karapakkam,1654,17-01-2010,188,2,2,4,Normal Sale,No,24-01-1982,House,NoSeWa,No Access,RL,309099,75390,7539000
P04959,Adyar,1231,27-05-2010,139,2,2,4,Family,Yes,5/6/1974,Others,ELO,No Access,RM,379447,97572,10841340
P06700,Chrompet,802,20-06-2009,182,1,1,3,AbNormal,Yes,23-06-1999,Commercial,ELO,No Access,RL,311944,150594,10756700
P08715,T Nagar,1984,12/9/2007,5,2,1,5,AdjLand,No,22-09-1965,House,NoSeWa,No Access,RM,341770,197175,13144990
P02184,Chrompet,868,22-11-2011,156,1,1,3,Normal Sale,Yes,26-11-1995,Others,NoSewr ,Paved,RL,276485,147459,9216160
P05650,KK Nagar,1445,18-01-2010,113,2,1,4,Family,No,23-01-1992,Others,AllPub,Gravel,RL,426591,155124,9695260
P08806,Chrompet,888,12/8/2007,125,1,1,3,AdjLand,No,17-08-1987,House,AllPub,Gravel,RL,243281,139018,8688600
